path,size,last_commit,inbound_refs,in_spine,role,refs
scripts/backup/mazak-video-projects-backup.timer,371,2026-08-23,2,,,scripts/backup/README.md scripts/backup/install_gcode_backup.sh
scripts/backup/photos_backup.sh,4745,2026-08-23,2,,,scripts/backup/README.md scripts/backup/install_photos_backup.sh
scripts/backup/video_projects_backup.sh,4764,2026-08-23,1,,,scripts/backup/install_gcode_backup.sh
scripts/build_manual_set.py,82216,2026-08-23,4,,,.github/workflows/authority-gate.yml CLAUDE.md background/README.md docs/manual_set/README.md
scripts/consolidate_bbia_authority.py,9453,2026-08-17,4,,,INTERFACE_ARCHITECTURE.md scripts/validate_authority.py wiring/authority_conflicts.md wiring/nc_connector_inventory.md
scripts/create_wiring_workbook.py,11980,2026-09-05,1,,,wiring/README.md
scripts/generate_interface_crosswalks.py,10816,2026-08-18,2,,,wiring/README.md wiring/interface_plane_crosswalk.md
scripts/generate_label_csvs.py,12325,2026-09-05,12,yes,,.github/workflows/authority-gate.yml CLAUDE.md INSTALL_SPINE.md INTERFACE_ARCHITECTURE.md archive/README.md docs/authority_hierarchy.md scripts/validate_authority.py wiring/README.md
scripts/generate_qelectrotech_project.py,29544,2026-08-18,2,,,diagrams/qelectrotech/README.md diagrams/qelectrotech/manifest.json
scripts/generate_wire_reference_sheet.py,9040,2026-09-05,7,yes,,.github/workflows/authority-gate.yml CLAUDE.md INSTALL_SPINE.md wiring/README.md wiring/labels/bbia1_cn_labels_epson.md wiring/labels/bbia1_mesa_end_ferrules_epson.md wiring/labels/bbia1_wire_reference_sheet.html
scripts/generate_wireviz_diagrams.py,29198,2026-08-20,4,,,diagrams/wireviz/README.md diagrams/wireviz/index.html diagrams/wireviz/manifest.json scripts/generate_qelectrotech_project.py
scripts/health/README.md,10315,2026-08-23,44,yes,,.gitignore CLAUDE.md INSTALL_SPINE.md INTERFACE_ARCHITECTURE.md README.md background/frsx_orient_detector_capture.md background/mesa_pcw_bitfile_inquiry.md background/parameter_recovery.md
scripts/health/backup_watch.py,5307,2026-08-23,0,,,
scripts/health/com.andygant.mazak-smart-collect.plist,945,2026-08-23,0,,,
scripts/health/install_health.sh,4988,2026-08-23,2,,,scripts/health/README.md scripts/health/install_health_macos.sh
scripts/health/install_health_macos.sh,2303,2026-08-23,0,,,
scripts/health/mazak-backup-watch.service,370,2026-08-23,0,,,
scripts/health/mazak-backup-watch.timer,309,2026-08-23,1,,,scripts/health/README.md
scripts/health/mazak-netpath-log.service,620,2026-08-23,1,,,scripts/health/install_health.sh
scripts/health/mazak-netpath-log.timer,171,2026-08-23,2,,,scripts/health/README.md scripts/health/install_health.sh
scripts/health/mazak-notify-failure@.service,239,2026-08-23,0,,,
scripts/health/mazak-repo-guard.service,712,2026-08-23,0,,,
scripts/health/mazak-repo-guard.timer,254,2026-08-23,2,,,CLAUDE.md scripts/health/README.md
scripts/health/mazak-smart-collect.service,723,2026-08-23,3,,,docs/ssd_firmware_plan.md scripts/health/backup_watch.py scripts/health/install_health.sh
scripts/health/mazak-smart-collect.timer,313,2026-08-23,2,,,scripts/health/README.md scripts/health/install_health.sh
scripts/health/netpath_log.sh,3511,2026-08-23,1,,,scripts/health/install_health.sh
scripts/health/netpath_report.py,7972,2026-08-23,1,,,scripts/health/install_health.sh
scripts/health/notify.sh,1869,2026-08-23,6,,,scripts/health/README.md scripts/health/backup_watch.py scripts/health/install_health.sh scripts/health/notify_failure.sh scripts/health/repo_guard.sh scripts/health/smart_alert.sh
scripts/health/notify_failure.sh,1540,2026-08-23,0,,,
scripts/health/orphans_acknowledged.txt,2121,2026-08-23,2,,,scripts/health/README.md scripts/health/repo_guard.sh
scripts/health/repo_guard.sh,5189,2026-08-23,1,,,scripts/health/orphans_acknowledged.txt
scripts/health/smart_alert.sh,2347,2026-08-23,2,,,scripts/health/README.md scripts/health/install_health.sh
scripts/health/smart_collect.py,9476,2026-08-23,3,,,scripts/health/README.md scripts/health/install_health.sh scripts/health/install_health_macos.sh
scripts/health/switch_mesa_subnet.sh,3556,2026-08-23,1,,,docs/project_status.md
scripts/host_status/README.md,7557,2026-08-23,44,yes,+superseded-ish-banner,.gitignore CLAUDE.md INSTALL_SPINE.md INTERFACE_ARCHITECTURE.md README.md background/frsx_orient_detector_capture.md background/mesa_pcw_bitfile_inquiry.md background/parameter_recovery.md
scripts/host_status/install_repo_pull.sh,3518,2026-08-17,4,,,CLAUDE.md scripts/host_status/README.md scripts/host_status/mazak-repo-pull.service scripts/host_status/repo_pull.sh
scripts/host_status/mazak-repo-pull.service,1448,2026-08-17,6,,,scripts/backup/mazak-video-projects-backup.service scripts/health/README.md scripts/host_status/README.md scripts/host_status/install_repo_pull.sh scripts/host_status/repo_pull.sh scripts/host_status/retired/README.md
scripts/host_status/mazak-repo-pull.timer,440,2026-08-17,5,,,CLAUDE.md scripts/backup/README.md scripts/backup/mazak-gcode-backup.timer scripts/host_status/README.md scripts/host_status/install_repo_pull.sh
scripts/host_status/repo_pull.sh,2538,2026-08-17,4,,,CLAUDE.md scripts/host_status/README.md scripts/host_status/install_repo_pull.sh scripts/host_status/mazak-repo-pull.service
scripts/host_status/retired/README.md,2929,2026-08-17,44,yes,+superseded-ish-banner,.gitignore CLAUDE.md INSTALL_SPINE.md INTERFACE_ARCHITECTURE.md README.md background/frsx_orient_detector_capture.md background/mesa_pcw_bitfile_inquiry.md background/parameter_recovery.md
scripts/host_status/retired/mazak-retention,8782,2026-08-17,4,,,scripts/host_status/retired/README.md scripts/host_status/retired/mazak-retention.service scripts/host_status/retired/mazak-retention.timer scripts/host_status/retired/mazak-status.sh
scripts/host_status/retired/mazak-retention.service,590,2026-08-17,2,,,scripts/host_status/retired/README.md scripts/host_status/retired/mazak-retention.timer
scripts/host_status/retired/mazak-retention.timer,644,2026-08-17,1,,,scripts/host_status/retired/README.md
scripts/host_status/retired/mazak-status.service,1259,2026-08-17,2,,,scripts/host_status/retired/README.md scripts/host_status/retired/mazak-status.timer
scripts/host_status/retired/mazak-status.sh,14127,2026-08-17,2,,,scripts/host_status/retired/README.md scripts/host_status/retired/mazak-status.service
scripts/host_status/retired/mazak-status.timer,1157,2026-08-17,2,,,scripts/host_status/retired/README.md scripts/host_status/retired/mazak-status.sh
scripts/host_status/retired/mazak-watchdog,2131,2026-08-17,3,,,scripts/host_status/retired/README.md scripts/host_status/retired/mazak-status.service scripts/host_status/retired/mazak-status.sh
scripts/photo_tools/README.md,12573,2026-08-25,44,yes,+superseded-ish-banner,.gitignore CLAUDE.md INSTALL_SPINE.md INTERFACE_ARCHITECTURE.md README.md background/frsx_orient_detector_capture.md background/mesa_pcw_bitfile_inquiry.md background/parameter_recovery.md
scripts/photo_tools/group_photos.py,42789,2026-08-25,4,,,.gitignore docs/handoff_photo_tools_2026-08-25.md scripts/photo_tools/README.md scripts/photo_tools/test_group_photos.py
scripts/photo_tools/imageio.py,10380,2026-08-25,0,,,
scripts/photo_tools/metadata.py,9073,2026-08-25,0,,,
scripts/photo_tools/photos_library.py,18912,2026-08-25,3,,,docs/handoff_photo_tools_2026-08-25.md scripts/photo_tools/README.md scripts/photo_tools/test_photos_library.py
scripts/photo_tools/test_group_photos.py,14810,2026-08-25,2,,,docs/handoff_photo_tools_2026-08-25.md scripts/photo_tools/README.md
scripts/photo_tools/test_photos_library.py,26212,2026-08-25,2,,,docs/handoff_photo_tools_2026-08-25.md scripts/photo_tools/README.md
scripts/validate_authority.py,39374,2026-09-03,26,yes,,.claude/skills/new-machine-setup/SKILL.md .github/workflows/authority-gate.yml CLAUDE.md INSTALL_SPINE.md INTERFACE_ARCHITECTURE.md README.md archive/crosswalk/element_dashboard_crosswalk_summary.md docs/authority_hierarchy.md
scripts/validate_control_logic.py,19979,2026-09-04,24,yes,,.github/workflows/authority-gate.yml CLAUDE.md INSTALL_SPINE.md README.md archive/crosswalk/element_dashboard_crosswalk_summary.md docs/authority_hierarchy.md docs/estop_safety_chain.md docs/handoff_2026-09-04.md
tests/hal/README.md,8429,2026-09-03,43,yes,,.gitignore CLAUDE.md INSTALL_SPINE.md INTERFACE_ARCHITECTURE.md README.md background/frsx_orient_detector_capture.md background/mesa_pcw_bitfile_inquiry.md background/parameter_recovery.md
tests/hal/halharness.py,7992,2026-08-15,1,,,tests/hal/README.md
tests/hal/install_components.sh,1527,2026-08-15,4,,,docs/commissioning_logs/halrun_component_harness_2026-08-16.md docs/ladder/atc_component_README.md tests/hal/README.md tests/hal/run_tests.py
tests/hal/run_tests.py,5916,2026-09-03,9,,,docs/commissioning_logs/halrun_component_harness_2026-08-16.md docs/handoff_2026-09-04.md docs/handoff_2026-09-05.md docs/ladder/atc_component_README.md docs/linuxcnc_config_audit_2026-09-03.md tests/hal/README.md tests/hal/halharness.py tests/hal/install_components.sh
tests/hal/scenarios/atc_bcd_decode.py,7911,2026-09-04,1,,,docs/linuxcnc_config_audit_2026-09-03.md
tests/hal/scenarios/atc_clamp_timeout.py,4581,2026-08-15,1,,,tests/hal/scenarios/timer_defaults.py
tests/hal/scenarios/atc_cover_faults.py,11731,2026-09-03,0,,,
tests/hal/scenarios/atc_cycle_select.py,6613,2026-09-03,0,,,
tests/hal/scenarios/atc_pot_lost.py,8501,2026-09-04,0,,,
tests/hal/scenarios/atc_tool_range.py,9152,2026-08-15,0,,,
tests/hal/scenarios/atc_unclamp_gating.py,10969,2026-09-03,0,,,
tests/hal/scenarios/orient_al46_rotating.py,8940,2026-09-05,0,,,
tests/hal/scenarios/orient_drive_fault.py,7795,2026-09-05,0,,,
tests/hal/scenarios/orient_gear_shift.py,14898,2026-09-05,0,,,
tests/hal/scenarios/orient_reset_edge.py,9073,2026-09-04,0,,,
tests/hal/scenarios/timer_defaults.py,6493,2026-09-03,9,,,tests/hal/README.md tests/hal/scenarios/atc_clamp_timeout.py tests/hal/scenarios/atc_cover_faults.py tests/hal/scenarios/atc_pot_lost.py tests/hal/scenarios/atc_unclamp_gating.py tests/hal/scenarios/orient_al46_rotating.py tests/hal/scenarios/orient_drive_fault.py tests/hal/scenarios/orient_gear_shift.py
tests/ngc/rs274_check.sh,969,2026-09-04,2,,,docs/handoff_2026-09-04.md docs/handoff_2026-09-05.md
wiring/MESAC_Wiring_Crosswalk.xlsx,98792,2026-09-03,2,,,scripts/create_wiring_workbook.py wiring/README.md
wiring/MESAC_Wiring_Crosswalk_VisioImport.csv,10089,2026-09-02,2,,,docs/wiring_audit_2026-09-03.md wiring/README.md
wiring/Mazak_Wiring_Master_7i80HDT_7i44_7i49_7i84U_Current_Authority - Overview.csv,1501,2026-09-02,0,,,
wiring/Mazak_Wiring_Master_7i80HDT_7i44_7i49_7i84U_Current_Authority.xlsx,25927,2026-08-15,1,,,wiring/README.md
wiring/README.md,10585,2026-09-02,44,yes,,.gitignore CLAUDE.md INSTALL_SPINE.md INTERFACE_ARCHITECTURE.md README.md background/frsx_orient_detector_capture.md background/mesa_pcw_bitfile_inquiry.md background/parameter_recovery.md
wiring/authority_conflicts.md,42510,2026-09-05,35,yes,INSTALL-CORE,CLAUDE.md INSTALL_SPINE.md INTERFACE_ARCHITECTURE.md README.md archive/README.md docs/authority_hierarchy.md docs/claim_audit_2026-08-07.md docs/ladder/atc_component_README.md
wiring/bbia1_cn_pinouts.csv,23001,2026-09-03,25,yes,,CLAUDE.md INSTALL_SPINE.md INTERFACE_ARCHITECTURE.md docs/bench_procedure_2026-09-05.md docs/handoff_2026-09-05.md docs/spindle_motor_plg_encoder.md io-dashboard/data.js io-dashboard/tools/generate_data.py
wiring/bbia1_cn_pinouts.md,28798,2026-09-03,12,yes,,INSTALL_SPINE.md docs/project_status.md io-dashboard/data.js io-dashboard/project_data.js mesa/current_pin_authority.csv wiring/README.md wiring/authority_conflicts.md wiring/bbia1_terminal_unit.md
wiring/bbia1_continuity_trace_worksheet.csv,4225,2026-09-03,2,,,wiring/authority_conflicts.md wiring/nc_connector_inventory.md
wiring/bbia1_source_dest.csv,19249,2026-09-05,15,yes,,INSTALL_SPINE.md INTERFACE_ARCHITECTURE.md docs/project_status.md docs/servo_amp_analysis.md io-dashboard/tools/generate_data.py scripts/consolidate_bbia_authority.py scripts/create_wiring_workbook.py scripts/validate_authority.py
wiring/bbia1_terminal_unit.md,10038,2026-09-03,10,yes,,CLAUDE.md INSTALL_SPINE.md INTERFACE_ARCHITECTURE.md io-dashboard/data.js wiring/README.md wiring/authority_conflicts.md wiring/bbia1_cn_pinouts.md wiring/bbia1_source_dest.csv
wiring/cabinet_asfound_survey.md,13548,2026-09-02,8,,REFERENCE +superseded-ish-banner,README.md docs/README_photo_sorting.md docs/bench_procedure_2026-09-05.md docs/photo_gap_mining_2026-08-21.md docs/project_status.md wiring/README.md wiring/estop_wiring_path_asbuilt.md wiring/head_valve_hardware.md
wiring/connector_crossref.md,21502,2026-09-03,17,,REFERENCE,CLAUDE.md INTERFACE_ARCHITECTURE.md background/README.md io-dashboard/README.md io-dashboard/data.js io-dashboard/tools/enrichment.py linuxcnc/phase1-draft-2026-08-07/mazak_commissioning_ALL_dryrun.json mesa/current_pin_authority.csv
wiring/electrical_diagram_index.md,9213,2026-09-02,4,,REFERENCE,docs/ladder/orient_ladder_transcription.md wiring/README.md wiring/authority_conflicts.md wiring/cabinet_asfound_survey.md
wiring/estop_wiring_path_asbuilt.md,5786,2026-09-02,4,,,docs/ladder/estop_ladder_transcription.md docs/spindle_motor_plg_encoder.md wiring/cabinet_asfound_survey.md wiring/electrical_diagram_index.md
wiring/head_device_placard.md,8872,2026-09-02,11,,REFERENCE,README.md background/README.md docs/photo_gap_mining_2026-08-21.md docs/spindle_motor_plg_encoder.md io-dashboard/data.js mesa/current_pin_authority.csv wiring/README.md wiring/authority_conflicts.md
wiring/head_valve_hardware.md,18722,2026-09-02,12,,REFERENCE,README.md background/README.md docs/README_photo_sorting.md docs/photo_drive_layout_2026-08-21.md docs/photo_gap_mining_2026-08-21.md io-dashboard/data.js mesa/current_pin_authority.csv wiring/README.md
wiring/interface_plane_crosswalk.md,7259,2026-09-03,5,yes,INSTALLATION INDEX / HOLD DOCUMENT +superseded-ish-banner,INSTALL_SPINE.md docs/project_status.md wiring/README.md wiring/electrical_diagram_index.md wiring/reconciled_pin_crosswalk_2026-08-18.md
wiring/io_map_research_notes.md,19985,2026-09-02,11,,BACKGROUND +superseded-ish-banner,background/README.md docs/authority_hierarchy.md docs/superseded_claims_2026-08-06.md io-dashboard/README.md io-dashboard/data.js io-dashboard/tools/enrichment.py wiring/README.md wiring/authority_conflicts.md
wiring/labels/7i84u_b_terminal_legend_epson.csv,1862,2026-09-03,4,,,scripts/generate_label_csvs.py scripts/validate_authority.py wiring/README.md wiring/labels/7i84u_b_terminal_legend_epson.md
wiring/labels/7i84u_b_terminal_legend_epson.md,6704,2026-09-03,3,,,docs/dc_bus_stop_fault.md io-dashboard/commissioning.js wiring/README.md
wiring/labels/bbia1_cn_labels_epson.csv,13311,2026-09-03,5,,,scripts/generate_label_csvs.py scripts/generate_wire_reference_sheet.py wiring/README.md wiring/labels/bbia1_cn_labels_epson.md wiring/labels/bbia1_mesa_end_ferrules_epson.md
wiring/labels/bbia1_cn_labels_epson.md,2254,2026-09-03,1,,+superseded-ish-banner,wiring/README.md
wiring/labels/bbia1_ferrule_trace_worksheet.html,12469,2026-09-05,2,,,scripts/generate_wire_reference_sheet.py wiring/labels/bbia1_mesa_end_ferrules_epson.md
wiring/labels/bbia1_mesa_end_ferrules_epson.csv,5491,2026-09-05,10,,,io-dashboard/README.md io-dashboard/data.js io-dashboard/tools/generate_data.py scripts/generate_label_csvs.py scripts/generate_wire_reference_sheet.py wiring/README.md wiring/authority_conflicts.md wiring/labels/bbia1_cn_labels_epson.md
wiring/labels/bbia1_mesa_end_ferrules_epson.md,5267,2026-09-05,2,,+superseded-ish-banner,wiring/README.md wiring/labels/bbia1_cn_labels_epson.md
wiring/labels/bbia1_wire_reference_sheet.html,50010,2026-09-05,3,,,scripts/generate_wire_reference_sheet.py wiring/README.md wiring/labels/bbia1_cn_labels_epson.md
wiring/nc_circuit_landing_audit.md,40757,2026-08-19,2,,+superseded-ish-banner,docs/project_status.md wiring/README.md
wiring/nc_connector_inventory.md,9051,2026-09-02,4,,ACCOUNTING,docs/project_status.md wiring/README.md wiring/bbia1_cn_pinouts.md wiring/nc_circuit_landing_audit.md
wiring/plane_a_bbia1_pin_crosswalk.csv,97587,2026-09-03,31,,,diagrams/qelectrotech/MESAC_VQC2040_Retrofit.qet diagrams/qelectrotech/manifest.json diagrams/wireviz/manifest.json diagrams/wireviz/rendered/00_interface_overview.html diagrams/wireviz/rendered/plane_a_cn11_discrete.html diagrams/wireviz/rendered/plane_a_cn1_discrete.html diagrams/wireviz/rendered/plane_a_cn200_discrete.html diagrams/wireviz/rendered/plane_a_cn2_discrete.html
wiring/plane_b_pin_crosswalk.csv,11497,2026-09-03,29,yes,,CLAUDE.md INSTALL_SPINE.md INTERFACE_ARCHITECTURE.md diagrams/qelectrotech/MESAC_VQC2040_Retrofit.qet diagrams/qelectrotech/manifest.json diagrams/wireviz/manifest.json diagrams/wireviz/rendered/00_interface_overview.html diagrams/wireviz/rendered/plane_b_axis_velocity_commands.html
wiring/reconciled_pin_crosswalk_2026-08-18.csv,6587,2026-09-03,2,,,notes/fable_ladder_audit_prompt.md wiring/reconciled_pin_crosswalk_2026-08-18.md
wiring/reconciled_pin_crosswalk_2026-08-18.md,7548,2026-08-20,0,,,
